companyName,contractType,experienceLevel,location,salary,sector,job_title,extracted_skills,day,month,year
Career Renew,Full-time,Mid-Senior level,France,44000.0,Non-profit Organizations and Primary and Secondary Education,Data Engineer,,30,7,2024
SFEIR,Full-time,Associate,Lille,44000.0,IT Services and IT Consulting,Data Engineer,"['Google Cloud', 'AWS', 'Azure', 'Databricks', 'dbt', 'Snowflake']",27,9,2024
Kicklox - Plateforme de matching entre talents tech & porteurs de projets,Contract,Mid-Senior level,Éragny,44000.0,Defense and Space Manufacturing,Data Engineer,,1,2,2024
Groupe SII,Full-time,Entry level,Lille,44000.0,IT Services and IT Consulting,Data Engineer,"['Google Cloud Platform', 'SQL', 'Python', 'Java', 'Scala', 'Google Cloud Dataflow']",24,9,2024
"aivancity School for Technology, Business & Society Paris-Cachan",Contract,Internship,Île-de-France,44000.0,Higher Education,Data Engineer,['python'],21,9,2024
Ntico,Full-time,Associate,Villeneuve-d’Ascq,44000.0,IT Services and IT Consulting,Data Engineer,"['Talend', 'ODI', 'Stambia', 'Kafka', 'API', 'SQL', 'NoSQL', 'GCP', 'AWS']",22,8,2024
Mobiskill | WEFY Group,Full-time,Associate,Paris,44000.0,Internet Marketplace Platforms,Data Engineer,"['DBT', 'Looker', 'GCP', 'Python']",17,9,2024
Societe Generale,Full-time,Entry level,Fontenay-sous-Bois,44000.0,Banking,Data Engineer,"['Hadoop', 'Hortonworks', 'Kafka', 'Nifi', 'Spark', 'Scala', 'Python']",2,10,2024
Groupe Havana,Other,Associate,Paris,585.0,Software Development,Data Engineer,"['Python', 'SQL', 'Power BI', 'Oracle', 'Git', 'SSIS', 'Visual Studio', 'ReSharper', 'PyCharm', 'PyTorch', 'TensorFlow', 'Keras', 'Azure', 'DEVOPS', 'Git', 'SQL server', 'Oracle DbDeveloper', 'DataGrip', 'UIPath']",30,8,2024
Converteo,Full-time,Entry level,Paris,44000.0,Business Consulting and Services,Data Engineer,"['GCP', 'SF', 'AWS', 'Azure']",17,7,2024
NSI IT Software & Services,Full-time,Entry level,Paris,44000.0,Software Development,Data Engineer,"['Python', 'Docker', 'Kubernetes', 'DevOps', 'CICD', 'API Rest', 'Airflow']",10,9,2024
Mount Sinai Morningside,Full-time,Entry level,Us,44000.0,Hospitals and Health Care,Data Engineer,"['Postgres', 'Microsoft SQL Server', 'Epic', 'Caboodle', 'Clarity']",20,9,2024
Onepoint,Full-time,Entry level,Strasbourg,44000.0,Business Consulting and Services,Data Engineer,"['SQL', 'Python', 'Scala', 'Java', 'Hadoop', 'Spark', 'HDFS', 'Hive', 'HBase', 'GCP', 'Azure', 'AWS', 'Azure Data Factory', 'Azure Synapse Analytics']",8,10,2024
TieTalent,Full-time,Entry level,Mérignac,41500.0,"Technology, Information and Internet",Data Analyst,,9,10,2024
Dataworks,Full-time,Mid-Senior level,Paris,44000.0,"IT Services and IT Consulting, Software Development, and Transportation, Logistics, Supply Chain and Storage",Data Engineer,"['Python', 'SQL', 'AWS', 'PostgreSQL', 'PostGIS', 'Airflow']",1,10,2024
CGI,Full-time,Entry level,Bordeaux,44000.0,IT Services and IT Consulting,Data Engineer,"['talend', 'microstrategy', 'data4citizen']",5,10,2024
LesJeudis,Temporary,Entry level,Lyon,44000.0,IT Services and IT Consulting,Data Engineer,['ETL'],26,7,2024
TieTalent,Full-time,Entry level,Thionville,44000.0,"Technology, Information and Internet",Data Engineer,"['Python', 'Spark', 'Airflow', 'Denodo']",10,10,2024
SFEIR,Full-time,Associate,Lille,44000.0,IT Services and IT Consulting,Data Engineer,"['Google Cloud', 'AWS', 'Azure', 'Databricks', 'dbt', 'Snowflake', 'Linux']",27,9,2024
VISEO,Full-time,Entry level,Toulouse,44000.0,IT Services and IT Consulting,Data Engineer,"['Cloud Storage', 'BigQuery', 'Dataflow', 'Dataproc', 'Cloud Function', 'BI Engine', 'Workflow', 'Looker', 'Spark', 'Hadoop']",2,10,2024
Amiltone,Full-time,Entry level,Besançon,41500.0,IT Services and IT Consulting,Data Analyst,"['ODI', 'Sql', 'PL SQL', 'Oracle', 'Python', 'JIRA', 'Service Now', 'CRM', 'Salesforce', 'VBA', 'Excel']",11,10,2024
Apside,Full-time,Mid-Senior level,Nice,44000.0,IT Services and IT Consulting,Data Engineer,"['Kafka', 'Spark', 'Spark Streaming', 'Hadoop', 'SQL', 'PostgreSQL', 'MongoDB', 'APIs', 'Scala']",19,9,2024
CGI,Full-time,Entry level,Lyon,44000.0,IT Services and IT Consulting,Data Engineer,"['Talend', 'Snowflake', 'Azure', 'GCP', 'Databricks', 'Terraform', 'AWS', 'Power BI', 'Qliksense']",29,9,2024
Noveo Group,Contract,Not Applicable,Marcq-en-Barœul,44000.0,Software Development,Data Engineer,"['SQL', 'ETL', 'CICD', 'github', 'Terraform', 'Kafka', 'Power BI', 'Looker', 'Google Cloud Platform', 'GCS', 'BigQuery']",20,9,2024
Informatique CDC,Full-time,Entry level,Bagneux,44000.0,IT Services and IT Consulting,Data Engineer,"['Big Data', 'Machine Learning']",13,6,2024
APGAR,Full-time,Internship,Neuilly-sur-Seine,44000.0,Business Consulting and Services,Data Engineer,,23,9,2024
TieTalent,Full-time,Entry level,Thionville,44000.0,"Technology, Information and Internet",Data Engineer,"['Spark', 'Synapse', 'Azure', 'Power BI', 'Tableau']",8,10,2024
EDF,Full-time,Entry level,Flamanville,41500.0,Oil and Gas,Data Analyst,,9,10,2024
Euro Information Developpements / EID,Full-time,Entry level,Villeneuve-d’Ascq,44000.0,Software Development,Data Engineer,,28,9,2024
TieTalent,Full-time,Entry level,Amnéville,44000.0,"Technology, Information and Internet",Data Engineer,"['Spark', 'Synapse', 'Azure', 'Power BI', 'Tableau']",8,10,2024
VISEO,Full-time,Mid-Senior level,Lyon,44000.0,IT Services and IT Consulting,Data Engineer,"['Azure', 'Azure Data Factory', 'Azure Data Lake', 'Azure SQL Database', 'Azure Synapse Analytics', 'Microsoft Fabric', 'Spark', 'Azure Databricks']",23,9,2024
Devoteam Innovative Tech,Full-time,Mid-Senior level,Marseille,44000.0,IT Services and IT Consulting,Data Engineer,"['Google', 'Microsoft', 'AWS', 'Salesforce', 'ServiceNow', 'Looker', 'Tableau', 'QlikView', 'DataStudio']",24,9,2024
Lunalogic,Full-time,Mid-Senior level,Paris,44000.0,Railroad Equipment Manufacturing,Data Engineer,"['Python', 'HQL', 'PySpark']",23,9,2024
Free-Work,Full-time,Mid-Senior level,Rennes,27500.0,Human Resources Services,Data Engineer,"['Python', 'Flask', 'Fast API', 'SQL', 'Azure Functions', 'Azure Tables', 'Azure Data Explorer', 'API', 'Rest API', 'API Management', 'OPEN API Specification']",2,10,2024
InVivo Digital Factory,Full-time,Associate,Paris,44000.0,Farming and IT Services and IT Consulting,Data Engineer,,7,10,2024
Kicklox - Plateforme de matching entre talents tech & porteurs de projets,Full-time,Entry level,Lyon,44000.0,"Engines and Power Transmission Equipment Manufacturing, Aviation and Aerospace Component Manufacturing, and Aviation and Aerospace Component Manufacturing",Data Engineer,"['Hadoop', 'Spark', 'MongoDb', 'Cassandra', 'Python', 'Java', 'ETL']",7,10,2024
PREREQUIS,Full-time,Entry level,Lacaussade,44000.0,IT Services and IT Consulting,Data Engineer,"['dataiku', 'odi', 'stambia', 'informatica', 'SQL', 'Redshift', 'Snowflake', 'Oracle', 'Azure SQL Database', 'Synapse', 'Google Bigquery']",13,9,2024
HN Services,Full-time,Associate,Lille,44000.0,IT Services and IT Consulting,Data Engineer,"['Stambia', 'Semarchy', 'Talend', 'SQL', 'Python', 'Bash', 'AWS', 'Azure', 'Google Cloud', 'Hadoop', 'Spark']",7,10,2024
Free-Work,Full-time,Mid-Senior level,St.-Denis,44000.0,Human Resources Services,Data Engineer,"['Databricks', 'API']",9,10,2024
FRG Technology Consulting,Full-time,Associate,Paris,44000.0,Insurance,Data Engineer,"['SQL Server', 'SQL', 'SSIS', 'Power BI', 'Python', 'R', 'Azure Data Factory', 'Azure Synapse']",2,10,2024
Cegedim,Full-time,Entry level,Boulogne-Billancourt,44000.0,IT Services and IT Consulting,Data Engineer,['SQL SERVER'],30,9,2024
LesJeudis,Temporary,Entry level,Strasbourg,44000.0,IT Services and IT Consulting,Data Engineer,"['Snowflake', 'BigQuery', 'ETL', 'DataHub']",21,9,2024
Beelix,Part-time,Associate,Île-de-France,44000.0,IT Services and IT Consulting,Data Engineer,"['Google Cloud Platform', 'GCP', 'BigQuery', 'Cloud Storage', 'Cloud Functions', 'Informatica', 'Cloud Composer', 'Airflow', 'Identity and Access Management', 'IAM', 'Cloud SQL']",8,10,2024
DGA - Direction générale de l'armement,Full-time,Entry level,Rennes,44000.0,Defense and Space Manufacturing,Data Engineer,"['HDFS', 'Spark', 'Elasticsearch', 'Cadence']",8,10,2024
myGwork - LGBTQ+ Business Community,Full-time,Internship,Puteaux,44000.0,Investment Management,Data Engineer,,8,10,2024
Camileo EAI,Full-time,Not Applicable,Nantes,41500.0,IT Services and IT Consulting,Data Analyst,"['Big Query', 'Google Cloud Platform', 'LuCi', 'SQL', 'Teradata', 'Exadata', 'Python', 'Jenkins', 'Bitbucket', 'Git', 'XLD', 'XLR']",11,10,2024
TieTalent,Full-time,Entry level,Paris,41500.0,"Technology, Information and Internet",Data Analyst,"['Google Analytics', 'Adobe Analytics']",9,10,2024
Mines Paris - PSL,Contract,Entry level,Valbonne,35500.0,Public Policy Offices and Education,Data Scientist,,9,10,2024
Socomec Group,Full-time,Internship,Huttenheim,41500.0,Non-profit Organizations and Primary and Secondary Education,Data Analyst,"['Python', 'Machine Learning', 'API REST', 'GIT']",2,10,2024
Keyrus,Full-time,Entry level,Levallois-Perret,44000.0,Information Technology & Services,Data Engineer,"['DevOps', 'CICD Pipeline']",9,10,2024
Dataworks,Full-time,Mid-Senior level,Paris,44000.0,"IT Services and IT Consulting, Business Consulting and Services, and Data Infrastructure and Analytics",Data Engineer,"['Azure', 'Fabric', 'Python', 'Spark', 'Databricks', 'SQL']",1,10,2024
Harnham,Full-time,Associate,Paris,44000.0,Staffing and Recruiting,Data Engineer,"['Python', 'SQL', 'Docker', 'LLM', 'Pandas']",3,10,2024
La Fosse,Full-time,Mid-Senior level,Paris,44000.0,Retail Apparel and Fashion,Data Engineer,"['Snowflake', 'GCP', 'Matillion', 'Cloud', 'DBT', 'QlikSense', 'Microsoft Azure', 'SQL', 'Python']",13,9,2024
PREREQUIS,Full-time,Entry level,Paris,44000.0,IT Services and IT Consulting,Data Engineer,"['Dataiku', 'ODI', 'Stambia', 'Informatica', 'SQL', 'Redshift', 'Snowflake', 'Oracle', 'Azure SQL Database', 'Synapse', 'Google Bigquery']",13,9,2024
Delta Consulting Company,Full-time,Mid-Senior level,arrondissement,44000.0,Non-profit Organizations and Primary and Secondary Education,Data Engineer,"['Palantir Foundry', 'Code Repository', 'Pipeline Builder', 'Ontology Manager', 'Workshop', 'Quiver', 'Slate', 'git', 'Python', 'Pyspark', 'SQL', 'Scrum', 'Kanban', 'Flask', 'FastAPI', 'Django', 'Typescript', 'REST']",2,8,2024
CGI,Internship,Entry level,Toulouse,44000.0,IT Services and IT Consulting,Data Engineer,"['ETL', 'Informatica', 'Stambia', 'Talend', 'Azure', 'GCP', 'AWS', 'Hadoop', 'Spark', 'Databricks', 'MicroStrategy', 'Qlik', 'Tableau', 'Power BI', 'SAS', 'Python', 'Splunk']",26,9,2024
Thales,Full-time,Not Applicable,Vélizy-Villacoublay,44000.0,Aviation and Aerospace Component Manufacturing and Defense and Space Manufacturing,Data Engineer,,11,10,2024
HN Services,Full-time,Mid-Senior level,Nantes,43000.0,Computer Networking Products,Data Engineer,"['Oracle', 'EXADATA', 'AIX', 'LINUX', 'VTOM', 'ELT', 'SEMARCHY', 'Power Designer', 'python']",22,8,2024
Kicklox - Plateforme de matching entre talents tech & porteurs de projets,Full-time,Entry level,Toulouse,44000.0,"Engines and Power Transmission Equipment Manufacturing, Aviation and Aerospace Component Manufacturing, and Aviation and Aerospace Component Manufacturing",Data Engineer,"['Hadoop', 'Spark', 'NoSQL', 'MongoDb', 'Python', 'Java', 'ETL']",30,9,2024
Holis.co,Full-time,Associate,Paris,41500.0,Data Infrastructure and Analytics,Data Analyst,,7,10,2024
LesJeudis,Temporary,Entry level,Bordeaux,44000.0,IT Services and IT Consulting,Data Engineer,"['Oracle', 'SQL Server', 'Informatica Power Center']",12,9,2024
TieTalent,Full-time,Entry level,Bordeaux,44000.0,"Technology, Information and Internet",Data Engineer,"['GCP', 'Python', 'PostgreSQL', 'SQL']",8,10,2024
LesJeudis,Temporary,Entry level,Lambersart,44000.0,IT Services and IT Consulting,Data Engineer,"['GIT', 'JAVA', 'C', 'C', 'Python']",26,7,2024
Jooble,Full-time,Entry level,Champs-Géraux,44000.0,Software Development,Data Engineer,"['Apache Hop', 'Kafka', 'Java Streams']",11,10,2024
Solypse,Full-time,Entry level,Paris,44000.0,IT Services and IT Consulting,Data Engineer,"['IoT', 'machine learning']",4,9,2024
Datatorii,Full-time,Associate,Paris,41500.0,IT Services and IT Consulting,Data Analyst,"['PowerBI', 'PowerApps', 'Microsoft Azure', 'Python', 'SQL']",2,10,2024
DSP Digital School of Paris,Contract,Internship,Paris,18000.0,Higher Education,Data Analyst,"['Python', 'Data Science', 'Machine Learning', 'Scala', 'Java', 'SQL', 'Linux', 'Git', 'Docker', 'Web development', 'APIs']",11,10,2024
TieTalent,Full-time,Entry level,Marseille,44000.0,"Technology, Information and Internet",Data Engineer,"['Python', 'AWS']",30,9,2024
Amiltone,Full-time,Associate,Lyon,41500.0,IT Services and IT Consulting,Data Analyst,"['ODI', 'Sql', 'PL SQL', 'Oracle', 'JIRA', 'Service Now', 'Power BI']",11,10,2024
CNP Assurances,Full-time,Entry level,Angers,44000.0,Insurance,Data Engineer,,8,10,2024
CNP Assurances,Full-time,Entry level,Paris,44000.0,Insurance,Data Engineer,,10,10,2024
Micropole,Full-time,Entry level,Villeurbanne,44000.0,IT Services and IT Consulting,Data Engineer,"['Databricks', 'Big Data']",8,10,2024
Micropole,Full-time,Entry level,Villeurbanne,44000.0,IT Services and IT Consulting,Data Engineer,,7,10,2024
CGI,Internship,Entry level,Strasbourg,44000.0,IT Services and IT Consulting,Data Engineer,"['Apigee', 'webMethods', 'API gateway', 'WSO2', 'Semarchy', 'xDI', 'Talend', 'dbt', 'PowerBI', 'Qlik', 'DigDash', 'Kafka', 'Snowflake', 'DataBricks', 'Microsoft Azure']",2,10,2024
Career Renew,Full-time,Entry level,France,41500.0,Non-profit Organizations and Primary and Secondary Education,Data Analyst,"['Dune', 'Python', 'SQL']",9,10,2024
Free-Work,Full-time,Mid-Senior level,Maisons-Alfort,44000.0,Human Resources Services,Data Engineer,"['AWS', 'Spark', 'AWS Glue', 'Oracle', 'Business Objects', 'Qlik']",2,10,2024
Pricefx,Full-time,Mid-Senior level,Paris,41500.0,Software Development,Data Scientist,"['Python', 'numpy', 'pandas', 'scikit', 'learn', 'BERT', 'Confluence', 'JIRA', 'Gitlab']",19,8,2024
Allianz France,Full-time,Associate,Paris,41500.0,Financial Services and Insurance,Data Analyst,"['SAS', 'VBA', 'Python']",4,10,2024
FRG Technology Consulting,Full-time,Associate,Paris,44000.0,IT Services and IT Consulting,Data Engineer,"['AWS', 'Snowflake', 'S3', 'Airflow', 'Python', 'DBT', 'Spark', 'Stitch', 'Airbyte', 'Terraform', 'AWS CodePipeline', 'Github', 'Looker']",20,9,2024
Capgemini Engineering,Full-time,Associate,Bordeaux,44000.0,IT Services and IT Consulting,Data Engineer,,19,8,2024
DXC Technology,Full-time,Entry level,Défense,44000.0,IT Services and IT Consulting,Data Engineer,"['Azure Data Lake', 'AWS', 'GCP', 'Spark']",4,10,2023
Holis.co,Full-time,Associate,Paris,41500.0,Data Infrastructure and Analytics and IT System Data Services,Data Analyst,,7,10,2024
Seyos,Full-time,Associate,St.-Maurice,60000.0,Environmental Services,Data Engineer,"['Git', 'Python', 'R', 'CICD', 'Terraform', 'AWS', 'SAM', 'NoSQL']",30,8,2024
TieTalent,Full-time,Entry level,Boulogne-Billancourt,41500.0,"Technology, Information and Internet",Data Analyst,"['Tableau', 'SQL', 'Python']",10,10,2024
IA School,Internship,Internship,Lyon,41500.0,"Pharmaceutical Manufacturing, Retail Health and Personal Care Products, and Wholesale Drugs and Sundries",Data Analyst,"['Hadoop', 'Spark', 'Python', 'SQL']",30,9,2024
LesJeudis,Temporary,Entry level,Paris,44000.0,IT Services and IT Consulting,Data Engineer,"['Google Cloud Platform', 'BigQuery', 'Dataflow', 'Looker', 'Python', 'SQL']",26,7,2024
TieTalent,Full-time,Entry level,Nanterre,41500.0,"Technology, Information and Internet",Data Analyst,"['Databriks', 'Power BI', 'Power Apps', 'Collibra']",8,10,2024
Actinvision,Full-time,Associate,Paris,44000.0,IT Services and IT Consulting,Data Engineer,"['Tableau', 'Alteryx', 'Snowflake', 'Microsoft', 'Talend']",10,10,2024
Free-Work,Full-time,Mid-Senior level,Bordeaux,44000.0,Human Resources Services,Data Engineer,"['SQL', 'Python', 'Tableau', 'Tableau Cloud', 'Talend', 'Snowflake']",2,10,2024
LesJeudis,Temporary,Entry level,Rennes,44000.0,IT Services and IT Consulting,Data Engineer,"['SQL', 'Python', 'JAVA', 'Scala', 'Git', 'JUnit', 'SonarQube', 'Jenkins', 'AWS', 'GCP', 'Azure', 'Hortonworks', 'Cloudera', 'Datastax']",5,9,2024
LesJeudis,Temporary,Entry level,Celle-sous-Gouzon,44000.0,IT Services and IT Consulting,Data Engineer,"['SQL', 'KSH', 'Hive', 'Oracle', 'Informatica PowerCenter', 'OGC', 'Gitlab']",26,7,2024
Inetum,Full-time,Not Applicable,Niort,44000.0,Insurance,Data Engineer,"['DBT', 'SQL', 'KSH', 'Hive', 'Oracle', 'Informatica PowerCenter', 'OGC', 'Gitlab']",24,9,2024
Harnham,Full-time,Mid-Senior level,France,44000.0,"Technology, Information and Media",Data Engineer,"['Python', 'SQL', 'Docker', 'LLM']",7,10,2024
Capgemini,Full-time,Associate,Issy-les-Moulineaux,41500.0,IT Services and IT Consulting,Data Scientist,"['Python', 'Scala', 'Spark', 'Cloud', 'AWS', 'GCP', 'Azure', 'OVH']",30,9,2024
Thales,Full-time,Not Applicable,Vélizy-Villacoublay,44000.0,Aviation and Aerospace Component Manufacturing and Defense and Space Manufacturing,Data Engineer,,12,10,2024
TieTalent,Full-time,Entry level,Ivry-sur-Seine,41500.0,"Technology, Information and Internet",Data Analyst,,9,10,2024
LesJeudis,Temporary,Entry level,Lille,44000.0,IT Services and IT Consulting,Data Engineer,"['MySQL', 'PostgreSQL', 'Oracle', 'Snowflake', 'BigQuery', 'MongoDB', 'Cassandra', 'HBase', 'Neo4J', 'Talend', 'Stambia', 'SSIS', 'Python', 'Scala', 'Java', 'NodeJS', 'Hadoop', 'Spark', 'Kafka']",26,7,2024
TieTalent,Full-time,Entry level,Villejuif,41500.0,"Technology, Information and Internet",Data Analyst,,9,10,2024
Sopra Steria,Full-time,Not Applicable,Paris,44000.0,"Software Development, IT Services and IT Consulting, and Business Consulting and Services",Data Engineer,,29,7,2024
Kariera.fr,Full-time,Entry level,Strasbourg,44000.0,Human Resources Services,Data Engineer,"['Snowflake', 'BigQuery', 'ETL', 'DataHub']",4,10,2024
FRG Technology Consulting,Full-time,Entry level,Toulouse,44000.0,Staffing and Recruiting,Data Engineer,"['AWS', 'Lambda', 'Redshift', 'Spark', 'Dataflow', 'SQS', 'PubSub', 'Git', 'GitOps', 'CICD', 'Docker', 'Kubernetes', 'Istio', 'Kafka', 'Terraform', 'CloudFormation', 'Ansible', 'GitLab', 'GitHub', 'Python', 'Go', 'Java']",26,9,2024
LesJeudis,Temporary,Entry level,Lyon,44000.0,IT Services and IT Consulting,Data Engineer,"['Talend', 'Snowflake', 'Azure', 'GCP', 'Databricks', 'Terraform', 'AWS', 'Power BI', 'Qliksense']",26,7,2024
XRAYS TRADING,Full-time,Not Applicable,Paris,44000.0,Financial Services,Data Engineer,"['MS SQL', 'SSIS', 'SSAS', 'C', 'Git', 'BitBucket', 'Jenkins', 'XL Release']",9,10,2024
Flowie,Full-time,Not Applicable,France,44000.0,Engineering Services,Data Engineer,,28,8,2024
CGI,Internship,Entry level,Montpellier,44000.0,IT Services and IT Consulting,Data Engineer,"['ETL', 'Datastage', 'Informatica', 'Stambia', 'Talend', 'Azure', 'GCP', 'AWS', 'Hadoop', 'Spark', 'Databricks', 'MicroStrategy', 'Qlik', 'Tableau', 'Power BI', 'SAS', 'Python', 'Splunk']",26,9,2024
TotalEnergies,Temporary,Entry level,Solaize,41500.0,Holding Companies,Data Analyst,,13,9,2024
Logic@l Conseils,Full-time,Mid-Senior level,Île-de-France,44000.0,Information Technology & Services,Data Engineer,"['Python', 'Scala', 'R', 'Java', 'MongoDB', 'HBase', 'Cassandra', 'Oracle', 'MySQL']",27,9,2024
OPEN,Full-time,Not Applicable,Sud,44000.0,IT Services and IT Consulting,Data Engineer,['Power BI'],4,10,2024
FRG Technology Consulting,Full-time,Associate,Lyon,44000.0,IT Services and IT Consulting,Data Engineer,"['QlikSense', 'QlikView', 'Talend']",7,10,2024
Kia Europe,Full-time,Entry level,Rueil-Malmaison,44000.0,Motor Vehicle Manufacturing,Data Engineer,['Python'],4,10,2024
TieTalent,Full-time,Entry level,Paris,41500.0,"Technology, Information and Internet",Data Analyst,,5,10,2024
Voodoo,Full-time,Entry level,Paris,41500.0,"Entertainment Providers, Advertising Services, and Book and Periodical Publishing",Data Analyst,,4,10,2024
